Genes	Count	nr_ssu	slen	Gene_normalized	sample_id	Phenotype
ant(3'')-Ia_1_X02340_1	12	17163	323	0.0015585402322549641	SRR18313622_unique_run_id	Aminoglycoside
blaGES-1_1_HQ170511_1	12	12853	287	0.0023422181293647195	SRR18313638_unique_run_id	Beta-lactam
dfrA15_4_AJ867237_1	12	13257	157	0.004151153891058155	SRR17458621_unique_run_id	Folate pathway antagonist
tet(X3)_1_MK134375_1	12	23629	388	0.000942403031745457	SRR18313616_unique_run_id	Tetracycline
catB8_1_AF227506_1	12	224532	210	0.0001832382784763737	SRR26541425_unique_run_id	Amphenicol
aph(3'')-Ib_1_M28829_1	12	51118	267	0.000633036319139985	ERR10466841_unique_run_id	Aminoglycoside
lnu(F)_1_EU118119_1	12	28525	273	0.0011094952374531692	SRR18313617_unique_run_id	Lincosamide
mdt(A)_1_X92946_1	12	70517	418	0.000293118772201457	SRR17656798_unique_run_id	Multiple
mef(A)_1_AJ971089_1	12	70517	405	0.0003025275229140964	SRR17656798_unique_run_id	Macrolide
lnu(B)_1_AJ238249_1	12	70517	267	0.0004588900628472248	SRR17656798_unique_run_id	Lincosamide
tmexC1_1_MK347425_1	12	24376	387	0.0009158837132978683	SRR18313628_unique_run_id	Tetracycline
aph(3')-Ib_1_M20305_1	12	24015	271	0.0013275835444175803	SRR18313629_unique_run_id	Aminoglycoside
blaOXA-7_1_X75562_1	12	24015	266	0.0013525381223201665	SRR18313629_unique_run_id	Beta-lactam
tet(A)_6_AF534183_1	12	17163	424	0.0011872841863640412	SRR18313622_unique_run_id	Tetracycline
aadA16_1_EU675686_1	12	87972	281	0.00034951269677686186	SRR17656801_unique_run_id	Aminoglycoside
aadA12_1_AY665771_1	12	2396	263	0.013711064702260422	SRR29811066_unique_run_id	Aminoglycoside
blaCMY-18_1_AY743434_1	12	54405	383	0.00041464473368794095	SRR17656811_unique_run_id	Beta-lactam
blaOXA-357_1_KF421160_1	12	70517	273	0.0004488045669604727	SRR17656798_unique_run_id	Beta-lactam
aadA12_1_AY665771_1	12	71425	263	0.0004599469517202096	SRR17656795_unique_run_id	Aminoglycoside
ere(A)_6_DQ157752_1	12	22784	406	0.000934023357502629	SRR18313635_unique_run_id	Macrolide
aadA2_1_NC_010870_1	12	24473	272	0.0012979490002187285	SRR18313634_unique_run_id	Aminoglycoside
blaOXA-209_1_JF268688_1	12	51118	274	0.0006168638584320292	ERR10466841_unique_run_id	Beta-lactam
fosA_2_AGDM01000012_1	12	87972	139	0.000706568833052505	SRR17656801_unique_run_id	Fosfomycin
qnrS2_1_DQ485530_1	12	87972	218	0.00045051865960687244	SRR17656801_unique_run_id	Quinolone
qepA_1_FJ167861_1	12	36205	511	0.0004670079680531956	SRR15530465_unique_run_id	Quinolone
tet(E)_1_Y19116_1	12	54405	405	0.00039212082222834913	SRR17656811_unique_run_id	Tetracycline
tet(C)_1_NC_003123_1	12	69894	396	0.00031216101265032505	SRR14061759_unique_run_id	Tetracycline
erm(B)_18_X66468_1	12	72555	253	0.0004706801409752394	SRR17656794_unique_run_id	Multiple
blaOXA-347_1_ACWG01000053_1	12	17163	274	0.0018372572810888812	SRR18313622_unique_run_id	Beta-lactam
dfrA15_4_AJ867237_1	12	13355	157	0.004120692409865815	SRR17458626_unique_run_id	Folate pathway antagonist
aadA12_1_AY665771_1	12	104385	263	0.00031471677948571126	SRR17656802_unique_run_id	Aminoglycoside
tet(G)_1_AF133139_1	12	18315	391	0.001206507600369493	SRR18313633_unique_run_id	Tetracycline
tet(L)_1_HM235948_1	12	71425	460	0.00026296967022264154	SRR17656795_unique_run_id	Tetracycline
aadA16_1_EU675686_1	12	70517	281	0.0004360272127409574	SRR17656798_unique_run_id	Aminoglycoside
mef(C)_1_AB571865_1	12	13702	407	0.0015492994620129345	SRR18313639_unique_run_id	Macrolide
msr(E)_1_FR751518_1	12	13702	491	0.0012842461935626565	SRR18313639_unique_run_id	Multiple
blaOXA-3_1_L07945_1	12	29851	275	0.0010525001446578613	SRR18313618_unique_run_id	Beta-lactam
mcr-3.6_1_MF598076_1	12	79177	540	0.00020207888654533515	DRR528401_unique_run_id	Polymyxin
tet(G)_1_AF133139_1	12	24015	391	0.0009201410243917246	SRR18313629_unique_run_id	Tetracycline
blaAER-1_1_U14748_1	12	47715	304	0.0005956418868611328	ERR10466835_unique_run_id	Beta-lactam
blaOXA-118_1_AF371964_1	12	26209	266	0.0012393148539630965	SRR18313619_unique_run_id	Beta-lactam
blaCMY-18_1_AY743434_1	12	26239	383	0.0008597411005104016	ERR10466844_unique_run_id	Beta-lactam
sul1_5_EU780013_1	12	3969	288	0.007558578987150415	SRR29811098_unique_run_id	Folate pathway antagonist
tet(B)_1_AP000342_1	12	87972	401	0.00024492036856433463	SRR17656801_unique_run_id	Tetracycline
ant(3'')-Ia_1_X02340_1	12	43172	323	0.0006195966368524032	ERR10466833_unique_run_id	Aminoglycoside
catB3_2_U13880_1	12	22623	210	0.0018186295868300906	SRR18313631_unique_run_id	Amphenicol
ere(A)_6_DQ157752_1	12	59516	406	0.0003575641537962884	SRR17656810_unique_run_id	Macrolide
mph(E)_1_DQ839391_1	12	2157	294	0.01362436490590673	SRR29811064_unique_run_id	Macrolide
blaOXA-266_1_APPO01000008_1	12	14156	275	0.002219425107246526	SRR24947109_unique_run_id	Beta-lactam
catB2_1_AF047479_1	12	17908	210	0.002297456842911388	SRR15530471_unique_run_id	Amphenicol
blaDHA-16_1_KM087852_1	12	79177	379	0.00028792242410153294	DRR528401_unique_run_id	Beta-lactam
aac(6')-IIa_1_M29695_1	12	40174	184	0.00116882863889905	SRR17656797_unique_run_id	Aminoglycoside
catB1_1_M58472_1	12	40174	209	0.0010290166007532306	SRR17656797_unique_run_id	Amphenicol
aadA2_1_NC_010870_1	11	79177	272	0.0003677538560291945	DRR528401_unique_run_id	Aminoglycoside
blaSST-1_1_AB008455_1	11	79177	378	0.00026462711333317696	DRR528401_unique_run_id	Beta-lactam
tmexD1_1_MK347425_1	11	30853	1044	0.0002458823095501807	SRR8369863_unique_run_id	Tetracycline
OqxB_1_EU370913_1	11	2396	1050	0.0031481039828285236	SRR29811066_unique_run_id	Multiple
blaMOX-5_1_GQ152600_1	11	52971	383	0.0003903806077841597	DRR528402_unique_run_id	Beta-lactam
ere(D)_1_KP265721_1	11	61484	408	0.0003157205891920232	SRR17656803_unique_run_id	Macrolide
aadA4_1_Z50802_1	11	28409	262	0.001064064473708606	SRR18313615_unique_run_id	Aminoglycoside
tmexD1_1_MK347425_1	11	5516	1044	0.0013753094446250407	SRR29811084_unique_run_id	Tetracycline
mef(C)_1_AB571865_1	11	23629	407	0.0008235413881018859	SRR18313616_unique_run_id	Macrolide
ant(2'')-Ia_2_JF826500_1	11	23629	177	0.001893679915013941	SRR18313616_unique_run_id	Aminoglycoside
OqxB_1_EU370913_1	11	4652	1050	0.0016214224296769437	SRR29811087_unique_run_id	Multiple
cmlA1_1_M64556_1	11	23629	419	0.0007999554772254595	SRR18313616_unique_run_id	Amphenicol
blaOXA-368_1_KT736121_1	11	14141	266	0.0021055396428983496	SRR18313640_unique_run_id	Beta-lactam
blaOXA-334_1_KF203108_1	11	11237	274	0.0025723155191822635	SRR29811086_unique_run_id	Beta-lactam
OqxB_1_EU370913_1	11	16428	1050	0.000459146405092351	SRR17331977_unique_run_id	Multiple
lsa(E)_1_JX560992_1	11	73466	494	0.00021822868624898063	SRR8369861_unique_run_id	Multiple
ant(3'')-Ii-aac(6')-IId_1_AF453998_1	11	23629	463	0.0007239337904048975	SRR18313616_unique_run_id	Aminoglycoside
blaNPS_1_AY027589_1	11	14141	260	0.002154129019272927	SRR18313640_unique_run_id	Beta-lactam
blaGES-1_1_HQ170511_1	11	18315	287	0.0015067332140502872	SRR18313633_unique_run_id	Beta-lactam
floR_1_AF071555_1	11	16189	404	0.001210943257522985	SRR18313624_unique_run_id	Amphenicol
lnu(B)_1_AJ238249_1	11	72555	267	0.00040883359311301226	SRR17656794_unique_run_id	Lincosamide
aadA12_1_AY665771_1	11	22276	263	0.0013518615748368036	SRR18313630_unique_run_id	Aminoglycoside
blaNPS_1_AY027589_1	11	16189	260	0.0018816195232280231	SRR18313624_unique_run_id	Beta-lactam
blaCEPH-A3_1_AY112998_1	11	7807	254	0.0039939928733450395	SRR29811111_unique_run_id	Beta-lactam
mef(C)_1_AB571865_1	11	5896	407	0.003300451061645092	SRR29811110_unique_run_id	Macrolide
blaOXA-304_1_APSC01000007_1	11	75010	273	0.00038676161859737385	SRR17656799_unique_run_id	Beta-lactam
ant(3'')-Ia_1_X02340_1	11	19501	323	0.0012573777672431818	SRR18313625_unique_run_id	Aminoglycoside
tet(X)_1_GU014535_1	11	49816	388	0.0004097553222663526	ERR10466834_unique_run_id	Tetracycline
blaOXA-7_1_X75562_1	11	47715	266	0.0006240057862354724	ERR10466835_unique_run_id	Beta-lactam
lnu(G)_1_KX470419_1	11	70517	267	0.0004206492242766227	SRR17656798_unique_run_id	Lincosamide
sul1_11_DQ914960_1	11	23935	293	0.001129338488554397	SRR24947116_unique_run_id	Folate pathway antagonist
blaOXA-277_1_APPQ01000011_1	11	17473	276	0.00164228536450026	SRR18313647_unique_run_id	Beta-lactam
blaOXA-22_1_AF064820_1	11	54405	274	0.0005312950921615862	SRR17656811_unique_run_id	Beta-lactam
msr(D)_2_AF274302_1	11	47715	487	0.0003408327292374449	ERR10466835_unique_run_id	Multiple
aadA4_1_Z50802_1	11	22803	262	0.0013256592392925399	SRR18313637_unique_run_id	Aminoglycoside
blaOXA-372_1_KJ746496_1	11	22803	257	0.0013514502750764414	SRR18313637_unique_run_id	Beta-lactam
blaOXA-334_1_KF203108_1	11	71425	274	0.0004046917674350871	SRR17656795_unique_run_id	Beta-lactam
blaOXA-418_1_KJ997966_1	11	71425	276	0.00040175921839570236	SRR17656795_unique_run_id	Beta-lactam
floR_1_AF071555_1	11	13631	404	0.00143818945022666	SRR18313632_unique_run_id	Amphenicol
lnu(F)_3_AJ561197_1	11	13631	273	0.0021283096626064863	SRR18313632_unique_run_id	Lincosamide
tmexC1_1_MK347425_1	11	22623	387	0.0009046154921570865	SRR18313631_unique_run_id	Tetracycline
blaNPS_1_AY027589_1	11	20773	260	0.001466400542123837	SRR18313644_unique_run_id	Beta-lactam
blaVEB-1_1_HM370393_1	11	27099	299	0.0009774639032577317	SRR18313612_unique_run_id	Beta-lactam
catB3_2_U13880_1	11	27099	210	0.0013917224146383893	SRR18313612_unique_run_id	Amphenicol
erm(F)_3_M17808_1	11	20773	266	0.0014333238381661563	SRR18313644_unique_run_id	Multiple
tet(D)_1_AF467077_1	11	29851	394	0.0006733952913684497	SRR18313618_unique_run_id	Tetracycline
tet(A)_6_AF534183_1	11	22824	424	0.0008184036664484257	SRR17656805_unique_run_id	Tetracycline
blaOXA-280_1_APPZ01000001_1	11	58081	275	0.0004958592310738451	ERR10466839_unique_run_id	Beta-lactam
OqxB_1_EU370913_1	11	4174	1050	0.001807105209117667	SRR29811109_unique_run_id	Multiple
ant(3'')-Ia_1_X02340_1	11	16189	323	0.0015146163344869534	SRR18313624_unique_run_id	Aminoglycoside
tmexD1_1_MK347425_1	11	75010	1044	0.00010113594049529029	SRR17656799_unique_run_id	Tetracycline
aadA4_1_Z50802_1	11	16189	262	0.001867256015417122	SRR18313624_unique_run_id	Aminoglycoside
tet(34)_1_AB061440_1	11	12066	154	0.004262271790864531	SRR24947118_unique_run_id	Tetracycline
catB3_2_U13880_1	11	16189	210	0.0023296241716156477	SRR18313624_unique_run_id	Amphenicol
mef(C)_1_AB571865_1	11	4174	407	0.0046620650358072495	SRR29811109_unique_run_id	Macrolide
mcr-5.1_1_KY807921_1	11	36205	547	0.0003999164820882104	SRR15530465_unique_run_id	Polymyxin
blaOXA-368_1_KT736121_1	11	20705	266	0.0014380312045508604	SRR18313642_unique_run_id	Beta-lactam
tmexC1_1_MK347425_1	11	22803	387	0.00089747473047712	SRR18313637_unique_run_id	Tetracycline
sul1_11_DQ914960_1	11	76499	293	0.000353347321187852	SRR14061757_unique_run_id	Folate pathway antagonist
ere(A)_6_DQ157752_1	11	71425	406	0.00027311710413106864	SRR17656795_unique_run_id	Macrolide
blaOXA-372_1_KJ746496_1	11	22623	257	0.001362203095193745	SRR18313631_unique_run_id	Beta-lactam
blaOXA-368_1_KT736121_1	11	20773	266	0.0014333238381661563	SRR18313644_unique_run_id	Beta-lactam
blaTEM-1A_1_HM749966_1	11	69894	286	0.00039620436221002797	SRR14061759_unique_run_id	Beta-lactam
blaSGM-5_1_NG049987_1	11	29851	326	0.000813858112880887	SRR18313618_unique_run_id	Beta-lactam
sul1_5_EU780013_1	11	4003	288	0.0068698476142892845	SRR29811100_unique_run_id	Folate pathway antagonist
tet(X3)_1_MK134375_1	11	29851	388	0.0006838086206164154	SRR18313618_unique_run_id	Tetracycline
catB3_2_U13880_1	11	26209	210	0.0014389822471015954	SRR18313619_unique_run_id	Amphenicol
qnrS2_1_DQ485530_1	11	12983	218	0.00279829586608317	SRR17458627_unique_run_id	Quinolone
ere(D)_1_KP265721_1	11	23699	408	0.0008190963629639375	ERR10466842_unique_run_id	Macrolide
mph(E)_1_DQ839391_1	11	12853	294	0.002095913445125969	SRR18313638_unique_run_id	Macrolide
OqxB_1_EU370913_1	11	52391	1050	0.000143972383479169	SRR26541427_unique_run_id	Multiple
tet(W)_1_DQ060146_1	11	51118	639	0.00024246578890377358	ERR10466841_unique_run_id	Tetracycline
blaAER-1_1_U14748_1	11	29851	304	0.0008727557394709513	SRR18313618_unique_run_id	Beta-lactam
blaOXA-368_1_KT736121_1	11	19574	266	0.0015211216966499214	SRR18313621_unique_run_id	Beta-lactam
aph(6)-Id_1_M28829_1	11	19574	278	0.0014554617672981262	SRR18313621_unique_run_id	Aminoglycoside
blaOXA-347_1_ACWG01000053_1	11	19574	274	0.001476709384338975	SRR18313621_unique_run_id	Beta-lactam
sul4_1_MG649393_1	11	32914	287	0.0008384219121143285	SRR18313620_unique_run_id	Folate pathway antagonist
msr(E)_1_FR751518_1	11	19574	491	0.0008240700026657415	SRR18313621_unique_run_id	Multiple
blaOXA-372_1_KJ746496_1	11	32914	257	0.0009362921742288417	SRR18313620_unique_run_id	Beta-lactam
TOprJ1_1_MK347425_1	11	27470	477	0.0006044329663234678	SRR8369862_unique_run_id	Tetracycline
ARR-3_4_FM207631_1	11	70517	180	0.0006239630160103238	SRR17656798_unique_run_id	Rifamycin
blaAER-1_1_U14748_1	11	78654	304	0.0003312308538529175	SRR14061760_unique_run_id	Beta-lactam
cfxA_1_U38243_1	11	23935	321	0.0010308292122942	SRR24947116_unique_run_id	Beta-lactam
aadA8_1_AF326210_1	11	18962	263	0.001588127225032414	SRR18313623_unique_run_id	Aminoglycoside
erm(F)_3_M17808_1	11	17163	266	0.001734803710902847	SRR18313622_unique_run_id	Multiple
blaAER-1_1_U14748_1	11	53729	304	0.0004848895676254419	ERR10466840_unique_run_id	Beta-lactam
ere(A)_6_DQ157752_1	11	22276	406	0.0008757132861627571	SRR18313630_unique_run_id	Macrolide
sul2_7_HM486907_1	11	16048	283	0.0017438849529151062	SRR8369859_unique_run_id	Folate pathway antagonist
cmlA1_1_M64556_1	11	34187	419	0.0005529045535250353	SRR17656800_unique_run_id	Amphenicol
OqxB_1_EU370913_1	11	14156	1050	0.0005328381705889476	SRR24947109_unique_run_id	Multiple
blaOXA-362_1_KF460532_1	11	97396	276	0.00029462865183285805	SRR17656796_unique_run_id	Beta-lactam
sul2_7_HM486907_1	11	67198	283	0.00041646873008693153	DRR528403_unique_run_id	Folate pathway antagonist
blaNPS_1_AY027589_1	11	24473	260	0.0012446998104661653	SRR18313634_unique_run_id	Beta-lactam
blaOXA-539_1_KY094077_1	11	58081	276	0.0004940626396569109	ERR10466839_unique_run_id	Beta-lactam
aadA2_1_NC_010870_1	11	34187	272	0.0008517169409080508	SRR17656800_unique_run_id	Aminoglycoside
ere(A)_6_DQ157752_1	11	18962	406	0.0010287622172008004	SRR18313623_unique_run_id	Macrolide
msr(E)_1_FR751518_1	11	13951	491	0.0011562143381964895	SRR18313641_unique_run_id	Multiple
blaSGM-2_1_AP010803_1	11	17163	311	0.0014837870967850718	SRR18313622_unique_run_id	Beta-lactam
blaOXA-427_1_KX827604_1	11	49816	264	0.0006022161554520636	ERR10466834_unique_run_id	Beta-lactam
blaOXA-372_1_KJ746496_1	11	22669	257	0.0013594389087550442	SRR18313636_unique_run_id	Beta-lactam
blaOXA-368_1_KT736121_1	11	23935	266	0.0012439705907760835	SRR24947116_unique_run_id	Beta-lactam
TOprJ1_1_MK347425_1	11	224532	477	7.394836185891392e-05	SRR26541425_unique_run_id	Tetracycline
dfrA6_1_Z86002_1	11	224532	157	0.00022467113762230533	SRR26541425_unique_run_id	Folate pathway antagonist
vanM_1_FJ349556_1	11	54405	226	0.0006441365276649318	SRR17656811_unique_run_id	Glycopeptide
sul2_7_HM486907_1	11	78654	283	0.0003558098218066675	SRR14061760_unique_run_id	Folate pathway antagonist
tet(A)_6_AF534183_1	11	25916	424	0.0007207611237466764	SRR17656808_unique_run_id	Tetracycline
sul4_1_MG649393_1	11	17163	287	0.0016078668540075167	SRR18313622_unique_run_id	Folate pathway antagonist
tet(Z)_1_AF121000_1	11	34187	384	0.0006032994998098692	SRR17656800_unique_run_id	Tetracycline
mph(E)_1_DQ839391_1	11	17163	294	0.0015695843098644808	SRR18313622_unique_run_id	Macrolide
sul1_5_EU780013_1	11	31896	288	0.0008621770754953601	SRR17656807_unique_run_id	Folate pathway antagonist
aadA24_1_AM711129_1	11	20339	259	0.0015034736505801947	SRR18313645_unique_run_id	Aminoglycoside
tet(X3)_1_MK134375_1	11	20773	388	0.0009826395385365916	SRR18313644_unique_run_id	Tetracycline
mph(E)_1_DQ839391_1	11	2356	294	0.011434115242022105	SRR29811063_unique_run_id	Macrolide
OqxA_1_EU370913_1	11	97396	391	0.0002079731659996645	SRR17656796_unique_run_id	Multiple
catB3_2_U13880_1	11	28409	210	0.001327547105293594	SRR18313615_unique_run_id	Amphenicol
tet(X)_1_GU014535_1	11	61484	388	0.0003319948463668697	SRR17656803_unique_run_id	Tetracycline
aadA24_1_AM711129_1	11	25084	259	0.0012190699481402717	SRR18313614_unique_run_id	Aminoglycoside
tet(36)_1_AJ514254_1	11	28251	640	0.0004380375915896783	SRR18313613_unique_run_id	Tetracycline
sul1_5_EU780013_1	11	2830	288	0.00971731448763251	SRR29811080_unique_run_id	Folate pathway antagonist
OqxB_1_EU370913_1	11	4118	1050	0.001831679733573857	SRR29811038_unique_run_id	Multiple
blaOXA-539_1_KY094077_1	11	28251	276	0.0010157393428166452	SRR18313613_unique_run_id	Beta-lactam
ere(D)_1_KP265721_1	11	28251	408	0.0006871177907289072	SRR18313613_unique_run_id	Macrolide
OqxB_1_EU370913_1	11	5805	1050	0.0012993724621631598	SRR29811085_unique_run_id	Multiple
tet(32)_1_EU722333_1	11	79359	639	0.00015618097754738715	SRR14061753_unique_run_id	Tetracycline
tet(G)_1_AF133139_1	11	28251	391	0.0007169924772823378	SRR18313613_unique_run_id	Tetracycline
TOprJ4_1_CP091084_1	11	25084	476	0.0006633174717822068	SRR18313614_unique_run_id	Tetracycline
blaOXA-278_1_KC771279_1	11	17473	276	0.00164228536450026	SRR18313647_unique_run_id	Beta-lactam
tet(E)_3_CP000645_1	11	19501	405	0.0010027975773322165	SRR18313625_unique_run_id	Tetracycline
aac(6')-IIa_1_M29695_1	11	72555	184	0.0005932530943542081	SRR17656794_unique_run_id	Aminoglycoside
aph(6)-Id_1_M28829_1	11	2391	278	0.011915185542908206	SRR29811070_unique_run_id	Aminoglycoside
blaAER-1_1_U14748_1	11	60224	304	0.00043259550310420047	ERR10466837_unique_run_id	Beta-lactam
sul2_7_HM486907_1	11	7807	283	0.0035847144516948414	SRR29811111_unique_run_id	Folate pathway antagonist
blaTEM-1A_1_HM749966_1	11	15210	286	0.0018206645425580337	SRR15530475_unique_run_id	Beta-lactam
sul1_5_EU780013_1	11	17908	288	0.0015356265356265358	SRR15530471_unique_run_id	Folate pathway antagonist
catB3_2_U13880_1	11	18366	210	0.0020534839221542913	SRR15530474_unique_run_id	Amphenicol
mph(E)_1_DQ839391_1	11	2817	294	0.009562930603551324	SRR29811065_unique_run_id	Macrolide
sul1_5_EU780013_1	11	2817	288	0.009762158324458644	SRR29811065_unique_run_id	Folate pathway antagonist
catB7_1_AF036933_1	11	32740	212	0.0011410656861954105	SRR15530470_unique_run_id	Amphenicol
ant(3'')-Ia_1_X02340_1	11	24015	323	0.0010210336805750275	SRR18313629_unique_run_id	Aminoglycoside
aac(6')-IIa_1_M29695_1	11	22803	184	0.0018876234820361165	SRR18313637_unique_run_id	Aminoglycoside
blaCARB-1_1_AF313471_1	10	23629	288	0.0010580219222142285	SRR18313616_unique_run_id	Beta-lactam
tet(X3)_1_MK134375_1	10	13702	388	0.0013543060159778013	SRR18313639_unique_run_id	Tetracycline
aadA2_1_NC_010870_1	10	23629	272	0.0011202585058738888	SRR18313616_unique_run_id	Aminoglycoside
qnrS2_1_DQ485530_1	10	14293	218	0.0023107481239613673	SRR17458616_unique_run_id	Quinolone
dfrA3_1_J03306_1	10	78075	162	0.0005692532109438929	SRR14061752_unique_run_id	Folate pathway antagonist
blaTEM-1A_1_HM749966_1	10	78075	286	0.00032244412647870866	SRR14061752_unique_run_id	Beta-lactam
mcr-3.6_1_MF598076_1	10	11237	540	0.0011865563169291922	SRR29811086_unique_run_id	Polymyxin
blaPAU-1_1_MH053445_1	10	5805	293	0.004233140196311877	SRR29811085_unique_run_id	Beta-lactam
OqxB_1_EU370913_1	10	1709	1050	0.0040123714787260725	SRR29811114_unique_run_id	Multiple
aadA8_1_AF326210_1	10	60224	263	0.00045457667799404404	ERR10466837_unique_run_id	Aminoglycoside
aadA12_1_AY665771_1	10	60228	263	0.0004545464876056536	ERR10466836_unique_run_id	Aminoglycoside
blaCMY-98_1_KC603538_1	10	75010	376	0.0002552851109213807	SRR17656799_unique_run_id	Beta-lactam
blaAER-1_1_U14748_1	10	24656	304	0.0009605860855903547	SRR18313627_unique_run_id	Beta-lactam
sul1_5_EU780013_1	10	7807	288	0.0032022543870885104	SRR29811111_unique_run_id	Folate pathway antagonist
tet(E)_1_Y19116_1	10	7807	405	0.0022771586752629407	SRR29811111_unique_run_id	Tetracycline
aadA8_1_AF326210_1	10	17473	263	0.0015667845164261036	SRR18313647_unique_run_id	Aminoglycoside
erm(42)_2_AB601890_1	10	22803	303	0.0010420723693208684	SRR18313637_unique_run_id	Multiple
ere(A)_6_DQ157752_1	10	23666	406	0.0007493446356707196	SRR18313626_unique_run_id	Macrolide
dfrA3_1_J03306_1	10	79359	162	0.0005600428992860853	SRR14061753_unique_run_id	Folate pathway antagonist
sul1_11_DQ914960_1	10	66345	293	0.00037038780374693567	SRR14061755_unique_run_id	Folate pathway antagonist
tet(32)_1_EU722333_1	10	89166	639	0.00012636661545659575	SRR14061754_unique_run_id	Tetracycline
aac(3)-IIa_1_X51534_1	10	25084	286	0.0010036208409673567	SRR18313614_unique_run_id	Aminoglycoside
sul1_11_DQ914960_1	10	73430	293	0.00033465039955863333	SRR17656804_unique_run_id	Folate pathway antagonist
ere(A)_6_DQ157752_1	10	28251	406	0.0006277296431200047	SRR18313613_unique_run_id	Macrolide
mph(G)_1_AB571865_1	10	28251	294	0.0008668647452609589	SRR18313613_unique_run_id	Macrolide
ere(D)_1_KP265721_1	10	72011	408	0.00024506059940188876	SRR14061756_unique_run_id	Macrolide
blaL1_3_EF126059_1	10	70517	289	0.0003532977127457008	SRR17656798_unique_run_id	Beta-lactam
tmexC1_1_MK347425_1	10	13631	387	0.0013648779372599734	SRR18313632_unique_run_id	Tetracycline
mupA_2_GU237136_1	10	20415	1024	0.00034441587068332106	SRR26549046_unique_run_id	Pseudomonic acid
mcr-3.6_1_MF598076_1	10	59516	540	0.0002240293926563165	SRR17656810_unique_run_id	Polymyxin
OqxB_1_EU370913_1	10	2157	1050	0.003179018478044904	SRR29811064_unique_run_id	Multiple
aadA12_1_AY665771_1	10	52971	263	0.0005168191247194371	DRR528402_unique_run_id	Aminoglycoside
qnrB4_1_DQ303921_1	10	52971	214	0.000635156214024355	DRR528402_unique_run_id	Quinolone
floR_1_AF071555_1	10	79177	404	0.0002250878686767347	DRR528401_unique_run_id	Amphenicol
lnu(F)_3_AJ561197_1	10	17163	273	0.0015366559676994918	SRR18313622_unique_run_id	Lincosamide
blaGES-1_1_HQ170511_1	10	15891	287	0.0015786991387538407	SRR18313646_unique_run_id	Beta-lactam
tet(M)_8_X04388_1	10	34187	639	0.0003295874348086354	SRR17656800_unique_run_id	Tetracycline
ere(D)_1_KP265721_1	10	15780	408	0.0011183180496533213	SRR18313643_unique_run_id	Macrolide
POM-1_1_GU002295_1	10	27099	286	0.0009289946187986707	SRR18313612_unique_run_id	Beta-lactam
OqxB_1_EU370913_1	10	13277	1050	0.0005164677907014279	SRR17331969_unique_run_id	Multiple
aph(3'')-Ib_1_M28829_1	10	3548	267	0.007600420556604132	SRR29811074_unique_run_id	Aminoglycoside
aph(4)-Ia_1_V01499_1	10	33486	341	0.0006305431972008086	SRR17656809_unique_run_id	Aminoglycoside
blaNPS_1_AY027589_1	10	53729	260	0.0005154070928606096	ERR10466840_unique_run_id	Beta-lactam
aac(6')-IIa_1_M29695_1	10	51118	184	0.000765492288090471	ERR10466841_unique_run_id	Aminoglycoside
aadA8_1_AF326210_1	10	51118	263	0.0005355535399568314	ERR10466841_unique_run_id	Aminoglycoside
aadA24_1_AM711129_1	10	17163	259	0.0016197184524400048	SRR18313622_unique_run_id	Aminoglycoside
cmx_1_U85507_1	10	87972	391	0.00020932026384121521	SRR17656801_unique_run_id	Amphenicol
catB2_1_AF047479_1	10	224532	210	0.00015269856539697806	SRR26541425_unique_run_id	Amphenicol
blaCMG_1_AY265892_1	10	87972	381	0.00021481423402077468	SRR17656801_unique_run_id	Beta-lactam
blaNPS_1_AY027589_1	10	17163	260	0.0016134887660844664	SRR18313622_unique_run_id	Beta-lactam
dfrA14_5_DQ388123_1	10	70517	160	0.000638143993646922	SRR17656798_unique_run_id	Folate pathway antagonist
blaPAU-1_1_MH053445_1	10	17473	293	0.0014063628935838404	SRR18313647_unique_run_id	Beta-lactam
catB3_2_U13880_1	10	17473	210	0.0019622110848574533	SRR18313647_unique_run_id	Amphenicol
erm(F)_3_M17808_1	10	15891	266	0.0017033332812870386	SRR18313646_unique_run_id	Multiple
mph(E)_1_DQ839391_1	10	3548	294	0.006902422750385386	SRR29811074_unique_run_id	Macrolide
sul1_5_EU780013_1	10	97396	288	0.0002566840527331718	SRR17656796_unique_run_id	Folate pathway antagonist
blaOXA-427_1_KX827604_1	10	97396	264	0.0002800189666180056	SRR17656796_unique_run_id	Beta-lactam
blaOXA-334_1_KF203108_1	10	27470	274	0.000956584356125727	SRR8369862_unique_run_id	Beta-lactam
aadA10_1_U37105_1	10	70517	277	0.0003686030288213268	SRR17656798_unique_run_id	Aminoglycoside
floR_1_AF071555_1	10	67198	404	0.00026521298518137183	DRR528403_unique_run_id	Amphenicol
ant(3'')-Ia_1_X02340_1	10	71425	323	0.0003120899079009678	SRR17656795_unique_run_id	Aminoglycoside
tet(O/W/O)-3_1_EF065524_1	10	72555	639	0.00015529743827169483	SRR17656794_unique_run_id	Tetracycline
blaOXA-368_1_KT736121_1	10	22276	266	0.0012151045597473661	SRR18313630_unique_run_id	Beta-lactam
blaOXA-7_1_X75562_1	10	49816	266	0.0005433529222123883	ERR10466834_unique_run_id	Beta-lactam
mph(E)_1_DQ839391_1	10	22276	294	0.001099380315961903	SRR18313630_unique_run_id	Macrolide
