run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	experiment_alias	Sampletype	Substrate	Location	Latitude	Longitude	fastq_ftp	sample_title
SRR17656793	SAMN25037266	SRX13824896	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S266	Plastic	PF	1	21.746	107.764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/093/SRR17656793/SRR17656793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/093/SRR17656793/SRR17656793_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656795	SAMN25037264	SRX13824894	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S264	Plastic	PE	4	21.54	107.976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/095/SRR17656795/SRR17656795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/095/SRR17656795/SRR17656795_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656796	SAMN25037285	SRX13824893	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S285	Plastic	PS	5	21.547	107.999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/096/SRR17656796/SRR17656796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/096/SRR17656796/SRR17656796_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656797	SAMN25037284	SRX13824892	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S284	Plastic	PS	4	21.54	107.976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/097/SRR17656797/SRR17656797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/097/SRR17656797/SRR17656797_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656798	SAMN25037283	SRX13824891	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S283	Plastic	PS	3	21.64	107.878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/098/SRR17656798/SRR17656798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/098/SRR17656798/SRR17656798_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656799	SAMN25037282	SRX13824890	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S282	Plastic	PS	2	21.649	107.831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/099/SRR17656799/SRR17656799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/099/SRR17656799/SRR17656799_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656802	SAMN25037280	SRX13824887	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S280	Plastic	PP	5	21.547	107.999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR17656802/SRR17656802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR17656802/SRR17656802_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656803	SAMN25037279	SRX13824886	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S279	Plastic	PP	4	21.54	107.976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR17656803/SRR17656803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR17656803/SRR17656803_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656804	SAMN25037278	SRX13824885	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S278	Plastic	PP	3	21.64	107.878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR17656804/SRR17656804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR17656804/SRR17656804_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656806	SAMN25037276	SRX13824883	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S276	Plastic	PP	1	21.746	107.764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR17656806/SRR17656806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR17656806/SRR17656806_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656810	SAMN25037272	SRX13824879	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S272	Plastic	PFP	2	21.649	107.831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/010/SRR17656810/SRR17656810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/010/SRR17656810/SRR17656810_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656811	SAMN25037271	SRX13824878	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S271	Plastic	PFP	1	21.746	107.764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/011/SRR17656811/SRR17656811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/011/SRR17656811/SRR17656811_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656813	SAMN25037261	SRX13824876	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S261	Plastic	PE	1	21.746	107.764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/013/SRR17656813/SRR17656813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/013/SRR17656813/SRR17656813_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR18313612	SAMN26497820	SRX14450835	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	control-noMPs_AS-1	Water	Wastewater	control-noMPs_AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/012/SRR18313612/SRR18313612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/012/SRR18313612/SRR18313612_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313614	SAMN26497822	SRX14450833	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-noMPs_Cu-AS-1	Water	Wastewater	pollut-noMPs_Cu-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18313614/SRR18313614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18313614/SRR18313614_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313616	SAMN26497824	SRX14450831	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-noMPs_TC-AS-1	Water	Wastewater	pollut-noMPs_TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18313616/SRR18313616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18313616/SRR18313616_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313623	SAMN26497844	SRX14450824	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pre-MPs_Cu+TC-MPs-1	Plastic	PVC	pre-MPs_Cu+TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18313623/SRR18313623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18313623/SRR18313623_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313624	SAMN26497845	SRX14450823	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pre-MPs_Cu+TC-MPs-2	Plastic	PVC	pre-MPs_Cu+TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18313624/SRR18313624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18313624/SRR18313624_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313630	SAMN26497850	SRX14450817	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pre-AS_Cu+TC-AS-1	Non-plastic	ActivatedSludge	pre-AS_Cu+TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18313630/SRR18313630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18313630/SRR18313630_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313631	SAMN26497851	SRX14450816	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pre-AS_Cu+TC-AS-2	Non-plastic	ActivatedSludge	pre-AS_Cu+TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18313631/SRR18313631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18313631/SRR18313631_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313632	SAMN26497840	SRX14450815	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pre-MPs_Cu-MPs-1	Plastic	PVC	pre-MPs_Cu-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18313632/SRR18313632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18313632/SRR18313632_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313633	SAMN26497841	SRX14450814	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pre-MPs_Cu-MPs-2	Plastic	PVC	pre-MPs_Cu-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18313633/SRR18313633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18313633/SRR18313633_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313638	SAMN26497833	SRX14450809	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pollut-MPs_Cu+TC-MPs-2	Plastic	PVC	pollut-MPs_Cu+TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/038/SRR18313638/SRR18313638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/038/SRR18313638/SRR18313638_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313639	SAMN26497832	SRX14450808	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pollut-MPs_Cu+TC-MPs-1	Plastic	PVC	pollut-MPs_Cu+TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/039/SRR18313639/SRR18313639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/039/SRR18313639/SRR18313639_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313643	SAMN26497828	SRX14450804	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pollut-MPs_Cu-MPs-1	Plastic	PVC	pollut-MPs_Cu-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/043/SRR18313643/SRR18313643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/043/SRR18313643/SRR18313643_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313645	SAMN26497826	SRX14450802	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-noMPs_Cu+TC-AS-1	Water	Wastewater	pollut-noMPs_Cu+TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/045/SRR18313645/SRR18313645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/045/SRR18313645/SRR18313645_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313647	SAMN26497816	SRX14450800	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	control-MPs_MPs-1	Plastic	PVC	control-MPs_MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/047/SRR18313647/SRR18313647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/047/SRR18313647/SRR18313647_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313613	SAMN26497821	SRX14450834	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	control-noMPs_AS-2	Water	Wastewater	control-noMPs_AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/013/SRR18313613/SRR18313613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/013/SRR18313613/SRR18313613_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313615	SAMN26497823	SRX14450832	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-noMPs_Cu-AS-2	Water	Wastewater	pollut-noMPs_Cu-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18313615/SRR18313615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18313615/SRR18313615_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313618	SAMN26497837	SRX14450829	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-AS_TC-AS-2	Non-plastic	ActivatedSludge	pollut-AS_TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18313618/SRR18313618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18313618/SRR18313618_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313619	SAMN26497838	SRX14450828	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-AS_Cu+TC-AS-1	Non-plastic	ActivatedSludge	pollut-AS_Cu+TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18313619/SRR18313619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18313619/SRR18313619_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313617	SAMN26497825	SRX14450830	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-noMPs_TC-AS-2	Water	Wastewater	pollut-noMPs_TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/017/SRR18313617/SRR18313617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/017/SRR18313617/SRR18313617_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313621	SAMN26497842	SRX14450826	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pre-MPs_TC-MPs-1	Plastic	PVC	pre-MPs_TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18313621/SRR18313621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18313621/SRR18313621_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313620	SAMN26497839	SRX14450827	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-AS_Cu+TC-AS-2	Non-plastic	ActivatedSludge	pollut-AS_Cu+TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18313620/SRR18313620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18313620/SRR18313620_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313625	SAMN26497819	SRX14450822	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	control-AS_AS-2	Non-plastic	ActivatedSludge	control-AS_AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18313625/SRR18313625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18313625/SRR18313625_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313622	SAMN26497843	SRX14450825	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pre-MPs_TC-MPs-2	Plastic	PVC	pre-MPs_TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18313622/SRR18313622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18313622/SRR18313622_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313626	SAMN26497846	SRX14450821	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pre-AS_Cu-AS-1	Non-plastic	ActivatedSludge	pre-AS_Cu-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18313626/SRR18313626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18313626/SRR18313626_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313627	SAMN26497847	SRX14450820	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pre-AS_Cu-AS-2	Non-plastic	ActivatedSludge	pre-AS_Cu-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18313627/SRR18313627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18313627/SRR18313627_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313635	SAMN26497818	SRX14450812	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	control-AS_AS-1	Non-plastic	ActivatedSludge	control-AS_AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/035/SRR18313635/SRR18313635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/035/SRR18313635/SRR18313635_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313636	SAMN26497835	SRX14450811	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-AS_Cu-AS-2	Non-plastic	ActivatedSludge	pollut-AS_Cu-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/036/SRR18313636/SRR18313636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/036/SRR18313636/SRR18313636_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313641	SAMN26497830	SRX14450806	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pollut-MPs_TC-MPs-1	Plastic	PVC	pollut-MPs_TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/041/SRR18313641/SRR18313641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/041/SRR18313641/SRR18313641_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313642	SAMN26497829	SRX14450805	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pollut-MPs_Cu-MPs-2	Plastic	PVC	pollut-MPs_Cu-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/042/SRR18313642/SRR18313642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/042/SRR18313642/SRR18313642_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313628	SAMN26497848	SRX14450819	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pre-AS_TC-AS-1	Non-plastic	ActivatedSludge	pre-AS_TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18313628/SRR18313628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18313628/SRR18313628_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313629	SAMN26497849	SRX14450818	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pre-AS_TC-AS-2	Non-plastic	ActivatedSludge	pre-AS_TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18313629/SRR18313629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18313629/SRR18313629_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313634	SAMN26497836	SRX14450813	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-AS_TC-AS-1	Non-plastic	ActivatedSludge	pollut-AS_TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18313634/SRR18313634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18313634/SRR18313634_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313637	SAMN26497834	SRX14450810	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-AS_Cu-AS-1	Non-plastic	ActivatedSludge	pollut-AS_Cu-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/037/SRR18313637/SRR18313637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/037/SRR18313637/SRR18313637_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313640	SAMN26497831	SRX14450807	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	pollut-MPs_TC-MPs-2	Plastic	PVC	pollut-MPs_TC-MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/040/SRR18313640/SRR18313640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/040/SRR18313640/SRR18313640_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR18313644	SAMN26497827	SRX14450803	PRJNA807872	1592332	sludge metagenome	Illumina NovaSeq 6000 sequencing: WGS from activated sludge	pollut-noMPs_Cu+TC-AS-2	Water	Wastewater	pollut-noMPs_Cu+TC-AS	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/044/SRR18313644/SRR18313644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/044/SRR18313644/SRR18313644_2.fastq.gz	Metagenome or environmental sample from sludge metagenome
SRR18313646	SAMN26497817	SRX14450801	PRJNA807872	1342751	plastisphere metagenome	Illumina NovaSeq 6000 sequencing: WGS from plastisphere	control-MPs_MPs-2	Plastic	PVC	control-MPs_MPs	22.52	113.91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/046/SRR18313646/SRR18313646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/046/SRR18313646/SRR18313646_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR26541421	SAMN31142928	SRX22243394	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PET_PJM02	PET_PJM02	Plastic	PET	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/021/SRR26541421/SRR26541421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/021/SRR26541421/SRR26541421_2.fastq.gz	PET_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26541422	SAMN31142927	SRX22243393	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PLLA_PJM02	PLLA_PJM02	Plastic	PLLA	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/022/SRR26541422/SRR26541422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/022/SRR26541422/SRR26541422_2.fastq.gz	PLLA_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26541423	SAMN31142926	SRX22243392	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PBAT_PJM02	PBAT_PJM02	Plastic	PBAT	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/023/SRR26541423/SRR26541423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/023/SRR26541423/SRR26541423_2.fastq.gz	PBAT_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
SRR26541424	SAMN31142978	SRX22243391	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PP_AMN13	PP_AMN13	Plastic	PP	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/024/SRR26541424/SRR26541424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/024/SRR26541424/SRR26541424_2.fastq.gz	PP_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541426	SAMN31142976	SRX22243389	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PE_AMN13	PE_AMN13	Plastic	PE	AMN13	22.9988333333333	154.409166666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/026/SRR26541426/SRR26541426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/026/SRR26541426/SRR26541426_2.fastq.gz	PE_AMN13 was placed at abyssal plain around Minamitorishima island (depth: 5552m) for for 13 months
SRR26541433	SAMN31142925	SRX22243382	PRJNA886482	1342751	plastisphere metagenome	Illumina HiSeq X sequencing: DNA-seq of plastisphere microbiome: PCL_PJM02	PCL_PJM02	Plastic	PCL	PJM02	35.3196666666667	139.650833333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/033/SRR26541433/SRR26541433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/033/SRR26541433/SRR26541433_2.fastq.gz	PCL_PJM02 was placed at port of JAMSTEC Yokosuka Head quarter (depth: 2~6m) for for 2 months
